thesis_id,title,abstract,problem_statement,general_objective,methodology,main_results,conclusions,program_id,graduation_year,keywords,status,repository_reference,research_area,application_context,data_or_population
THS-497,Adopción de plataformas virtuales en Administración de Empresas,Trabajo de grado sobre adopción de plataformas virtuales con enfoque de simulación y aplicación contextual.,Se requiere comprender mejor adopción de plataformas virtuales para orientar decisiones en el contexto del programa.,Analizar adopción de plataformas virtuales mediante simulación.,"Recolección de información, simulación y análisis de resultados.",Se obtuvieron hallazgos de alcance aplicado y contextual.,"Los resultados son útiles para el contexto estudiado, aunque no implican generalización universal.",PRG-007,2023,adopción de plataformas virtuales;simulación,APPROVED,repo://thesis/497,Administración de Empresas,adopción de plataformas virtuales,synthetic institutional data
THS-498,Satisfacción de usuarios en Ingeniería Financiera,Trabajo de grado sobre satisfacción de usuarios con enfoque de análisis estadístico y aplicación contextual.,Se requiere comprender mejor satisfacción de usuarios para orientar decisiones en el contexto del programa.,Analizar satisfacción de usuarios mediante análisis estadístico.,"Recolección de información, análisis estadístico y análisis de resultados.",Se obtuvieron hallazgos de alcance aplicado y contextual.,"Los resultados son útiles para el contexto estudiado, aunque no implican generalización universal.",PRG-008,2024,satisfacción de usuarios;análisis estadístico,APPROVED,repo://thesis/498,Financiera,satisfacción de usuarios,synthetic institutional data
THS-499,Gestión de inventarios en Economía,Trabajo de grado sobre gestión de inventarios con enfoque de simulación y aplicación contextual.,Se requiere comprender mejor gestión de inventarios para orientar decisiones en el contexto del programa.,Analizar gestión de inventarios mediante simulación.,"Recolección de información, simulación y análisis de resultados.",Se obtuvieron hallazgos de alcance aplicado y contextual.,"Los resultados son útiles para el contexto estudiado, aunque no implican generalización universal.",PRG-009,2025,gestión de inventarios;simulación,APPROVED,repo://thesis/499,Economía,gestión de inventarios,synthetic institutional data
THS-500,Automatización administrativa en Licenciatura en Tecnología e Informática,Trabajo de grado sobre automatización administrativa con enfoque de prototipo funcional y aplicación contextual.,Se requiere comprender mejor automatización administrativa para orientar decisiones en el contexto del programa.,Analizar automatización administrativa mediante prototipo funcional.,"Recolección de información, prototipo funcional y análisis de resultados.",Se obtuvieron hallazgos de alcance aplicado y contextual.,"Los resultados son útiles para el contexto estudiado, aunque no implican generalización universal.",PRG-010,2026,automatización administrativa;prototipo funcional,APPROVED,repo://thesis/500,Licenciatura en Tecnología e Informática,automatización administrativa,synthetic institutional data
THS-501,Calidad de servicio en Psicología,Trabajo de grado sobre calidad de servicio con enfoque de análisis estadístico y aplicación contextual.,Se requiere comprender mejor calidad de servicio para orientar decisiones en el contexto del programa.,Analizar calidad de servicio mediante análisis estadístico.,"Recolección de información, análisis estadístico y análisis de resultados.",Se obtuvieron hallazgos de alcance aplicado y contextual.,"Los resultados son útiles para el contexto estudiado, aunque no implican generalización universal.",PRG-011,2017,calidad de servicio;análisis estadístico,APPROVED,repo://thesis/501,Psicología,calidad de servicio,synthetic institutional data
THS-502,Economía circular en Ciencias de la Educación,Trabajo de grado sobre economía circular con enfoque de prototipo funcional y aplicación contextual.,Se requiere comprender mejor economía circular para orientar decisiones en el contexto del programa.,Analizar economía circular mediante prototipo funcional.,"Recolección de información, prototipo funcional y análisis de resultados.",Se obtuvieron hallazgos de alcance aplicado y contextual.,"Los resultados son útiles para el contexto estudiado, aunque no implican generalización universal.",PRG-012,2018,economía circular;prototipo funcional,APPROVED,repo://thesis/502,Ciencias de la Educación,economía circular,synthetic institutional data
THS-503,Gestión de residuos en Ingeniería Ambiental,Trabajo de grado sobre gestión de residuos con enfoque de revisión aplicada y aplicación contextual.,Se requiere comprender mejor gestión de residuos para orientar decisiones en el contexto del programa.,Analizar gestión de residuos mediante revisión aplicada.,"Recolección de información, revisión aplicada y análisis de resultados.",Se obtuvieron hallazgos de alcance aplicado y contextual.,"Los resultados son útiles para el contexto estudiado, aunque no implican generalización universal.",PRG-013,2019,gestión de residuos;revisión aplicada,APPROVED,repo://thesis/503,Ambiental,gestión de residuos,synthetic institutional data
THS-504,Planeación financiera en Gestión Ambiental,Trabajo de grado sobre planeación financiera con enfoque de revisión aplicada y aplicación contextual.,Se requiere comprender mejor planeación financiera para orientar decisiones en el contexto del programa.,Analizar planeación financiera mediante revisión aplicada.,"Recolección de información, revisión aplicada y análisis de resultados.",Se obtuvieron hallazgos de alcance aplicado y contextual.,"Los resultados son útiles para el contexto estudiado, aunque no implican generalización universal.",PRG-014,2020,planeación financiera;revisión aplicada,APPROVED,repo://thesis/504,Gestión Ambiental,planeación financiera,synthetic institutional data
THS-505,Experiencia del paciente en Ingeniería Civil,Trabajo de grado sobre experiencia del paciente con enfoque de estudio de caso y aplicación contextual.,Se requiere comprender mejor experiencia del paciente para orientar decisiones en el contexto del programa.,Analizar experiencia del paciente mediante estudio de caso.,"Recolección de información, estudio de caso y análisis de resultados.",Se obtuvieron hallazgos de alcance aplicado y contextual.,"Los resultados son útiles para el contexto estudiado, aunque no implican generalización universal.",PRG-015,2021,experiencia del paciente;estudio de caso,APPROVED,repo://thesis/505,Civil,experiencia del paciente,synthetic institutional data
THS-506,Usabilidad de aplicaciones en Matemáticas Aplicadas,Trabajo de grado sobre usabilidad de aplicaciones con enfoque de estudio descriptivo y aplicación contextual.,Se requiere comprender mejor usabilidad de aplicaciones para orientar decisiones en el contexto del programa.,Analizar usabilidad de aplicaciones mediante estudio descriptivo.,"Recolección de información, estudio descriptivo y análisis de resultados.",Se obtuvieron hallazgos de alcance aplicado y contextual.,"Los resultados son útiles para el contexto estudiado, aunque no implican generalización universal.",PRG-016,2022,usabilidad de aplicaciones;estudio descriptivo,APPROVED,repo://thesis/506,Matemáticas Aplicadas,usabilidad de aplicaciones,synthetic institutional data
THS-507,Movilidad sostenible en Física,Trabajo de grado sobre movilidad sostenible con enfoque de revisión aplicada y aplicación contextual.,Se requiere comprender mejor movilidad sostenible para orientar decisiones en el contexto del programa.,Analizar movilidad sostenible mediante revisión aplicada.,"Recolección de información, revisión aplicada y análisis de resultados.",Se obtuvieron hallazgos de alcance aplicado y contextual.,"Los resultados son útiles para el contexto estudiado, aunque no implican generalización universal.",PRG-017,2023,movilidad sostenible;revisión aplicada,APPROVED,repo://thesis/507,Física,movilidad sostenible,synthetic institutional data
THS-508,Competencias digitales en Ciencia de Datos,Trabajo de grado sobre competencias digitales con enfoque de simulación y aplicación contextual.,Se requiere comprender mejor competencias digitales para orientar decisiones en el contexto del programa.,Analizar competencias digitales mediante simulación.,"Recolección de información, simulación y análisis de resultados.",Se obtuvieron hallazgos de alcance aplicado y contextual.,"Los resultados son útiles para el contexto estudiado, aunque no implican generalización universal.",PRG-018,2024,competencias digitales;simulación,APPROVED,repo://thesis/508,Ciencia de Datos,competencias digitales,synthetic institutional data
THS-509,Clima organizacional en Ingeniería de Sistemas,Trabajo de grado sobre clima organizacional con enfoque de análisis estadístico y aplicación contextual.,Se requiere comprender mejor clima organizacional para orientar decisiones en el contexto del programa.,Analizar clima organizacional mediante análisis estadístico.,"Recolección de información, análisis estadístico y análisis de resultados.",Se obtuvieron hallazgos de alcance aplicado y contextual.,"Los resultados son útiles para el contexto estudiado, aunque no implican generalización universal.",PRG-001,2025,clima organizacional;análisis estadístico,APPROVED,repo://thesis/509,de Sistemas,clima organizacional,synthetic institutional data
THS-510,Eficiencia de procesos en Ingeniería Electrónica,Trabajo de grado sobre eficiencia de procesos con enfoque de prototipo funcional y aplicación contextual.,Se requiere comprender mejor eficiencia de procesos para orientar decisiones en el contexto del programa.,Analizar eficiencia de procesos mediante prototipo funcional.,"Recolección de información, prototipo funcional y análisis de resultados.",Se obtuvieron hallazgos de alcance aplicado y contextual.,"Los resultados son útiles para el contexto estudiado, aunque no implican generalización universal.",PRG-002,2026,eficiencia de procesos;prototipo funcional,APPROVED,repo://thesis/510,Electrónica,eficiencia de procesos,synthetic institutional data
THS-511,Visualización de indicadores en Ingeniería Industrial,Trabajo de grado sobre visualización de indicadores con enfoque de estudio de caso y aplicación contextual.,Se requiere comprender mejor visualización de indicadores para orientar decisiones en el contexto del programa.,Analizar visualización de indicadores mediante estudio de caso.,"Recolección de información, estudio de caso y análisis de resultados.",Se obtuvieron hallazgos de alcance aplicado y contextual.,"Los resultados son útiles para el contexto estudiado, aunque no implican generalización universal.",PRG-003,2017,visualización de indicadores;estudio de caso,APPROVED,repo://thesis/511,Industrial,visualización de indicadores,synthetic institutional data
THS-512,Gestión del conocimiento en Medicina,Trabajo de grado sobre gestión del conocimiento con enfoque de prototipo funcional y aplicación contextual.,Se requiere comprender mejor gestión del conocimiento para orientar decisiones en el contexto del programa.,Analizar gestión del conocimiento mediante prototipo funcional.,"Recolección de información, prototipo funcional y análisis de resultados.",Se obtuvieron hallazgos de alcance aplicado y contextual.,"Los resultados son útiles para el contexto estudiado, aunque no implican generalización universal.",PRG-004,2018,gestión del conocimiento;prototipo funcional,APPROVED,repo://thesis/512,Medicina,gestión del conocimiento,synthetic institutional data
THS-513,Modelamiento de demanda en Enfermería,Trabajo de grado sobre modelamiento de demanda con enfoque de prototipo funcional y aplicación contextual.,Se requiere comprender mejor modelamiento de demanda para orientar decisiones en el contexto del programa.,Analizar modelamiento de demanda mediante prototipo funcional.,"Recolección de información, prototipo funcional y análisis de resultados.",Se obtuvieron hallazgos de alcance aplicado y contextual.,"Los resultados son útiles para el contexto estudiado, aunque no implican generalización universal.",PRG-005,2019,modelamiento de demanda;prototipo funcional,APPROVED,repo://thesis/513,Enfermería,modelamiento de demanda,synthetic institutional data
THS-514,Diseño de prototipos en Seguridad y Salud en el Trabajo,Trabajo de grado sobre diseño de prototipos con enfoque de simulación y aplicación contextual.,Se requiere comprender mejor diseño de prototipos para orientar decisiones en el contexto del programa.,Analizar diseño de prototipos mediante simulación.,"Recolección de información, simulación y análisis de resultados.",Se obtuvieron hallazgos de alcance aplicado y contextual.,"Los resultados son útiles para el contexto estudiado, aunque no implican generalización universal.",PRG-006,2020,diseño de prototipos;simulación,APPROVED,repo://thesis/514,Seguridad y Salud en el Trabajo,diseño de prototipos,synthetic institutional data
THS-515,Análisis de percepción en Administración de Empresas,Trabajo de grado sobre análisis de percepción con enfoque de estudio de caso y aplicación contextual.,Se requiere comprender mejor análisis de percepción para orientar decisiones en el contexto del programa.,Analizar análisis de percepción mediante estudio de caso.,"Recolección de información, estudio de caso y análisis de resultados.",Se obtuvieron hallazgos de alcance aplicado y contextual.,"Los resultados son útiles para el contexto estudiado, aunque no implican generalización universal.",PRG-007,2021,análisis de percepción;estudio de caso,APPROVED,repo://thesis/515,Administración de Empresas,análisis de percepción,synthetic institutional data
THS-516,Gestión de proyectos en Ingeniería Financiera,Trabajo de grado sobre gestión de proyectos con enfoque de simulación y aplicación contextual.,Se requiere comprender mejor gestión de proyectos para orientar decisiones en el contexto del programa.,Analizar gestión de proyectos mediante simulación.,"Recolección de información, simulación y análisis de resultados.",Se obtuvieron hallazgos de alcance aplicado y contextual.,"Los resultados son útiles para el contexto estudiado, aunque no implican generalización universal.",PRG-008,2022,gestión de proyectos;simulación,APPROVED,repo://thesis/516,Financiera,gestión de proyectos,synthetic institutional data
THS-517,Calidad de datos en Economía,Trabajo de grado sobre calidad de datos con enfoque de simulación y aplicación contextual.,Se requiere comprender mejor calidad de datos para orientar decisiones en el contexto del programa.,Analizar calidad de datos mediante simulación.,"Recolección de información, simulación y análisis de resultados.",Se obtuvieron hallazgos de alcance aplicado y contextual.,"Los resultados son útiles para el contexto estudiado, aunque no implican generalización universal.",PRG-009,2023,calidad de datos;simulación,APPROVED,repo://thesis/517,Economía,calidad de datos,synthetic institutional data
THS-518,Innovación empresarial en Licenciatura en Tecnología e Informática,Trabajo de grado sobre innovación empresarial con enfoque de análisis estadístico y aplicación contextual.,Se requiere comprender mejor innovación empresarial para orientar decisiones en el contexto del programa.,Analizar innovación empresarial mediante análisis estadístico.,"Recolección de información, análisis estadístico y análisis de resultados.",Se obtuvieron hallazgos de alcance aplicado y contextual.,"Los resultados son útiles para el contexto estudiado, aunque no implican generalización universal.",PRG-010,2024,innovación empresarial;análisis estadístico,APPROVED,repo://thesis/518,Licenciatura en Tecnología e Informática,innovación empresarial,synthetic institutional data
THS-519,Sostenibilidad operativa en Psicología,Trabajo de grado sobre sostenibilidad operativa con enfoque de revisión aplicada y aplicación contextual.,Se requiere comprender mejor sostenibilidad operativa para orientar decisiones en el contexto del programa.,Analizar sostenibilidad operativa mediante revisión aplicada.,"Recolección de información, revisión aplicada y análisis de resultados.",Se obtuvieron hallazgos de alcance aplicado y contextual.,"Los resultados son útiles para el contexto estudiado, aunque no implican generalización universal.",PRG-011,2025,sostenibilidad operativa;revisión aplicada,APPROVED,repo://thesis/519,Psicología,sostenibilidad operativa,synthetic institutional data
THS-520,Interoperabilidad en Ciencias de la Educación,Trabajo de grado sobre interoperabilidad con enfoque de estudio descriptivo y aplicación contextual.,Se requiere comprender mejor interoperabilidad para orientar decisiones en el contexto del programa.,Analizar interoperabilidad mediante estudio descriptivo.,"Recolección de información, estudio descriptivo y análisis de resultados.",Se obtuvieron hallazgos de alcance aplicado y contextual.,"Los resultados son útiles para el contexto estudiado, aunque no implican generalización universal.",PRG-012,2026,interoperabilidad;estudio descriptivo,APPROVED,repo://thesis/520,Ciencias de la Educación,interoperabilidad,synthetic institutional data
THS-521,Adopción de plataformas virtuales en Ingeniería Ambiental,Trabajo de grado sobre adopción de plataformas virtuales con enfoque de estudio de caso y aplicación contextual.,Se requiere comprender mejor adopción de plataformas virtuales para orientar decisiones en el contexto del programa.,Analizar adopción de plataformas virtuales mediante estudio de caso.,"Recolección de información, estudio de caso y análisis de resultados.",Se obtuvieron hallazgos de alcance aplicado y contextual.,"Los resultados son útiles para el contexto estudiado, aunque no implican generalización universal.",PRG-013,2017,adopción de plataformas virtuales;estudio de caso,APPROVED,repo://thesis/521,Ambiental,adopción de plataformas virtuales,synthetic institutional data
THS-522,Satisfacción de usuarios en Gestión Ambiental,Trabajo de grado sobre satisfacción de usuarios con enfoque de estudio descriptivo y aplicación contextual.,Se requiere comprender mejor satisfacción de usuarios para orientar decisiones en el contexto del programa.,Analizar satisfacción de usuarios mediante estudio descriptivo.,"Recolección de información, estudio descriptivo y análisis de resultados.",Se obtuvieron hallazgos de alcance aplicado y contextual.,"Los resultados son útiles para el contexto estudiado, aunque no implican generalización universal.",PRG-014,2018,,APPROVED,repo://thesis/522,Gestión Ambiental,satisfacción de usuarios,synthetic institutional data
THS-523,Gestión de inventarios en Ingeniería Civil,Trabajo de grado sobre gestión de inventarios con enfoque de análisis estadístico y aplicación contextual.,Se requiere comprender mejor gestión de inventarios para orientar decisiones en el contexto del programa.,Analizar gestión de inventarios mediante análisis estadístico.,"Recolección de información, análisis estadístico y análisis de resultados.",Se obtuvieron hallazgos de alcance aplicado y contextual.,"Los resultados son útiles para el contexto estudiado, aunque no implican generalización universal.",PRG-015,2019,gestión de inventarios;análisis estadístico,APPROVED,repo://thesis/523,Civil,gestión de inventarios,synthetic institutional data
THS-524,Automatización administrativa en Matemáticas Aplicadas,Trabajo de grado sobre automatización administrativa con enfoque de prototipo funcional y aplicación contextual.,Se requiere comprender mejor automatización administrativa para orientar decisiones en el contexto del programa.,Analizar automatización administrativa mediante prototipo funcional.,"Recolección de información, prototipo funcional y análisis de resultados.",Se obtuvieron hallazgos de alcance aplicado y contextual.,"Los resultados son útiles para el contexto estudiado, aunque no implican generalización universal.",PRG-016,2020,automatización administrativa;prototipo funcional,APPROVED,repo://thesis/524,Matemáticas Aplicadas,automatización administrativa,synthetic institutional data
THS-525,Calidad de servicio en Física,Trabajo de grado sobre calidad de servicio con enfoque de revisión aplicada y aplicación contextual.,Se requiere comprender mejor calidad de servicio para orientar decisiones en el contexto del programa.,Analizar calidad de servicio mediante revisión aplicada.,"Recolección de información, revisión aplicada y análisis de resultados.",Se obtuvieron hallazgos de alcance aplicado y contextual.,"Los resultados son útiles para el contexto estudiado, aunque no implican generalización universal.",PRG-017,2021,calidad de servicio;revisión aplicada,APPROVED,repo://thesis/525,Física,calidad de servicio,synthetic institutional data
THS-526,Economía circular en Ciencia de Datos,Trabajo de grado sobre economía circular con enfoque de estudio descriptivo y aplicación contextual.,Se requiere comprender mejor economía circular para orientar decisiones en el contexto del programa.,Analizar economía circular mediante estudio descriptivo.,"Recolección de información, estudio descriptivo y análisis de resultados.",Se obtuvieron hallazgos de alcance aplicado y contextual.,"Los resultados son útiles para el contexto estudiado, aunque no implican generalización universal.",PRG-018,2022,economía circular;estudio descriptivo,APPROVED,repo://thesis/526,Ciencia de Datos,economía circular,synthetic institutional data
THS-527,Gestión de residuos en Ingeniería de Sistemas,Trabajo de grado sobre gestión de residuos con enfoque de estudio de caso y aplicación contextual.,Se requiere comprender mejor gestión de residuos para orientar decisiones en el contexto del programa.,Analizar gestión de residuos mediante estudio de caso.,"Recolección de información, estudio de caso y análisis de resultados.",Se obtuvieron hallazgos de alcance aplicado y contextual.,"Los resultados son útiles para el contexto estudiado, aunque no implican generalización universal.",PRG-001,2023,gestión de residuos;estudio de caso,APPROVED,repo://thesis/527,de Sistemas,gestión de residuos,synthetic institutional data
THS-528,Planeación financiera en Ingeniería Electrónica,Trabajo de grado sobre planeación financiera con enfoque de estudio de caso y aplicación contextual.,Se requiere comprender mejor planeación financiera para orientar decisiones en el contexto del programa.,Analizar planeación financiera mediante estudio de caso.,"Recolección de información, estudio de caso y análisis de resultados.",Se obtuvieron hallazgos de alcance aplicado y contextual.,"Los resultados son útiles para el contexto estudiado, aunque no implican generalización universal.",PRG-002,2024,planeación financiera;estudio de caso,APPROVED,repo://thesis/528,Electrónica,planeación financiera,synthetic institutional data
THS-529,Experiencia del paciente en Ingeniería Industrial,Trabajo de grado sobre experiencia del paciente con enfoque de prototipo funcional y aplicación contextual.,Se requiere comprender mejor experiencia del paciente para orientar decisiones en el contexto del programa.,Analizar experiencia del paciente mediante prototipo funcional.,"Recolección de información, prototipo funcional y análisis de resultados.",Se obtuvieron hallazgos de alcance aplicado y contextual.,"Los resultados son útiles para el contexto estudiado, aunque no implican generalización universal.",PRG-003,2025,experiencia del paciente;prototipo funcional,APPROVED,repo://thesis/529,Industrial,experiencia del paciente,synthetic institutional data
THS-530,Usabilidad de aplicaciones en Medicina,Trabajo de grado sobre usabilidad de aplicaciones con enfoque de estudio de caso y aplicación contextual.,Se requiere comprender mejor usabilidad de aplicaciones para orientar decisiones en el contexto del programa.,Analizar usabilidad de aplicaciones mediante estudio de caso.,"Recolección de información, estudio de caso y análisis de resultados.",Se obtuvieron hallazgos de alcance aplicado y contextual.,"Los resultados son útiles para el contexto estudiado, aunque no implican generalización universal.",PRG-004,2026,usabilidad de aplicaciones;estudio de caso,APPROVED,repo://thesis/530,Medicina,usabilidad de aplicaciones,synthetic institutional data
THS-531,Movilidad sostenible en Enfermería,Trabajo de grado sobre movilidad sostenible con enfoque de estudio descriptivo y aplicación contextual.,Se requiere comprender mejor movilidad sostenible para orientar decisiones en el contexto del programa.,Analizar movilidad sostenible mediante estudio descriptivo.,"Recolección de información, estudio descriptivo y análisis de resultados.",Se obtuvieron hallazgos de alcance aplicado y contextual.,"Los resultados son útiles para el contexto estudiado, aunque no implican generalización universal.",PRG-005,2017,movilidad sostenible;estudio descriptivo,APPROVED,repo://thesis/531,Enfermería,movilidad sostenible,synthetic institutional data
THS-532,Competencias digitales en Seguridad y Salud en el Trabajo,Trabajo de grado sobre competencias digitales con enfoque de revisión aplicada y aplicación contextual.,Se requiere comprender mejor competencias digitales para orientar decisiones en el contexto del programa.,Analizar competencias digitales mediante revisión aplicada.,"Recolección de información, revisión aplicada y análisis de resultados.",Se obtuvieron hallazgos de alcance aplicado y contextual.,"Los resultados son útiles para el contexto estudiado, aunque no implican generalización universal.",PRG-006,2018,competencias digitales;revisión aplicada,APPROVED,repo://thesis/532,Seguridad y Salud en el Trabajo,competencias digitales,synthetic institutional data
THS-533,Clima organizacional en Administración de Empresas,Trabajo de grado sobre clima organizacional con enfoque de análisis estadístico y aplicación contextual.,Se requiere comprender mejor clima organizacional para orientar decisiones en el contexto del programa.,Analizar clima organizacional mediante análisis estadístico.,"Recolección de información, análisis estadístico y análisis de resultados.",Se obtuvieron hallazgos de alcance aplicado y contextual.,"Los resultados son útiles para el contexto estudiado, aunque no implican generalización universal.",PRG-007,2019,clima organizacional;análisis estadístico,APPROVED,repo://thesis/533,Administración de Empresas,clima organizacional,synthetic institutional data
THS-534,Eficiencia de procesos en Ingeniería Financiera,Trabajo de grado sobre eficiencia de procesos con enfoque de estudio descriptivo y aplicación contextual.,Se requiere comprender mejor eficiencia de procesos para orientar decisiones en el contexto del programa.,Analizar eficiencia de procesos mediante estudio descriptivo.,"Recolección de información, estudio descriptivo y análisis de resultados.",Se obtuvieron hallazgos de alcance aplicado y contextual.,"Los resultados son útiles para el contexto estudiado, aunque no implican generalización universal.",PRG-008,2020,eficiencia de procesos;estudio descriptivo,APPROVED,repo://thesis/534,Financiera,eficiencia de procesos,synthetic institutional data
THS-535,Visualización de indicadores en Economía,Trabajo de grado sobre visualización de indicadores con enfoque de revisión aplicada y aplicación contextual.,Se requiere comprender mejor visualización de indicadores para orientar decisiones en el contexto del programa.,Analizar visualización de indicadores mediante revisión aplicada.,"Recolección de información, revisión aplicada y análisis de resultados.",Se obtuvieron hallazgos de alcance aplicado y contextual.,"Los resultados son útiles para el contexto estudiado, aunque no implican generalización universal.",PRG-009,2021,visualización de indicadores;revisión aplicada,APPROVED,repo://thesis/535,Economía,visualización de indicadores,synthetic institutional data
THS-536,Gestión del conocimiento en Licenciatura en Tecnología e Informática,Trabajo de grado sobre gestión del conocimiento con enfoque de análisis estadístico y aplicación contextual.,Se requiere comprender mejor gestión del conocimiento para orientar decisiones en el contexto del programa.,Analizar gestión del conocimiento mediante análisis estadístico.,"Recolección de información, análisis estadístico y análisis de resultados.",,"Los resultados son útiles para el contexto estudiado, aunque no implican generalización universal.",PRG-010,2022,gestión del conocimiento;análisis estadístico,APPROVED,repo://thesis/536,Licenciatura en Tecnología e Informática,gestión del conocimiento,synthetic institutional data
THS-537,Modelamiento de demanda en Psicología,Trabajo de grado sobre modelamiento de demanda con enfoque de simulación y aplicación contextual.,Se requiere comprender mejor modelamiento de demanda para orientar decisiones en el contexto del programa.,Analizar modelamiento de demanda mediante simulación.,"Recolección de información, simulación y análisis de resultados.",Se obtuvieron hallazgos de alcance aplicado y contextual.,"Los resultados son útiles para el contexto estudiado, aunque no implican generalización universal.",PRG-011,2023,modelamiento de demanda;simulación,APPROVED,repo://thesis/537,Psicología,modelamiento de demanda,synthetic institutional data
THS-538,Diseño de prototipos en Ciencias de la Educación,Trabajo de grado sobre diseño de prototipos con enfoque de revisión aplicada y aplicación contextual.,Se requiere comprender mejor diseño de prototipos para orientar decisiones en el contexto del programa.,Analizar diseño de prototipos mediante revisión aplicada.,"Recolección de información, revisión aplicada y análisis de resultados.",Se obtuvieron hallazgos de alcance aplicado y contextual.,"Los resultados son útiles para el contexto estudiado, aunque no implican generalización universal.",PRG-012,2024,diseño de prototipos;revisión aplicada,APPROVED,repo://thesis/538,Ciencias de la Educación,diseño de prototipos,synthetic institutional data
THS-539,Análisis de percepción en Ingeniería Ambiental,Trabajo de grado sobre análisis de percepción con enfoque de estudio descriptivo y aplicación contextual.,Se requiere comprender mejor análisis de percepción para orientar decisiones en el contexto del programa.,Analizar análisis de percepción mediante estudio descriptivo.,"Recolección de información, estudio descriptivo y análisis de resultados.",Se obtuvieron hallazgos de alcance aplicado y contextual.,"Los resultados son útiles para el contexto estudiado, aunque no implican generalización universal.",PRG-013,2025,análisis de percepción;estudio descriptivo,APPROVED,repo://thesis/539,Ambiental,análisis de percepción,synthetic institutional data
THS-540,Gestión de proyectos en Gestión Ambiental,Trabajo de grado sobre gestión de proyectos con enfoque de prototipo funcional y aplicación contextual.,Se requiere comprender mejor gestión de proyectos para orientar decisiones en el contexto del programa.,Analizar gestión de proyectos mediante prototipo funcional.,"Recolección de información, prototipo funcional y análisis de resultados.",Se obtuvieron hallazgos de alcance aplicado y contextual.,"Los resultados son útiles para el contexto estudiado, aunque no implican generalización universal.",PRG-014,2026,gestión de proyectos;prototipo funcional,APPROVED,repo://thesis/540,Gestión Ambiental,gestión de proyectos,synthetic institutional data
THS-541,Calidad de datos en Ingeniería Civil,Trabajo de grado sobre calidad de datos con enfoque de revisión aplicada y aplicación contextual.,Se requiere comprender mejor calidad de datos para orientar decisiones en el contexto del programa.,Analizar calidad de datos mediante revisión aplicada.,"Recolección de información, revisión aplicada y análisis de resultados.",Se obtuvieron hallazgos de alcance aplicado y contextual.,"Los resultados son útiles para el contexto estudiado, aunque no implican generalización universal.",PRG-015,2017,calidad de datos;revisión aplicada,APPROVED,repo://thesis/541,Civil,calidad de datos,synthetic institutional data
THS-542,Innovación empresarial en Matemáticas Aplicadas,Trabajo de grado sobre innovación empresarial con enfoque de simulación y aplicación contextual.,Se requiere comprender mejor innovación empresarial para orientar decisiones en el contexto del programa.,Analizar innovación empresarial mediante simulación.,"Recolección de información, simulación y análisis de resultados.",Se obtuvieron hallazgos de alcance aplicado y contextual.,"Los resultados son útiles para el contexto estudiado, aunque no implican generalización universal.",PRG-016,2018,innovación empresarial;simulación,APPROVED,repo://thesis/542,Matemáticas Aplicadas,innovación empresarial,synthetic institutional data
THS-543,Sostenibilidad operativa en Física,Trabajo de grado sobre sostenibilidad operativa con enfoque de estudio de caso y aplicación contextual.,Se requiere comprender mejor sostenibilidad operativa para orientar decisiones en el contexto del programa.,Analizar sostenibilidad operativa mediante estudio de caso.,"Recolección de información, estudio de caso y análisis de resultados.",Se obtuvieron hallazgos de alcance aplicado y contextual.,"Los resultados son útiles para el contexto estudiado, aunque no implican generalización universal.",PRG-017,2019,sostenibilidad operativa;estudio de caso,APPROVED,repo://thesis/543,Física,sostenibilidad operativa,synthetic institutional data
THS-544,Interoperabilidad en Ciencia de Datos,Trabajo de grado sobre interoperabilidad con enfoque de simulación y aplicación contextual.,Se requiere comprender mejor interoperabilidad para orientar decisiones en el contexto del programa.,Analizar interoperabilidad mediante simulación.,"Recolección de información, simulación y análisis de resultados.",Se obtuvieron hallazgos de alcance aplicado y contextual.,"Los resultados son útiles para el contexto estudiado, aunque no implican generalización universal.",PRG-018,2020,interoperabilidad;simulación,APPROVED,repo://thesis/544,Ciencia de Datos,interoperabilidad,synthetic institutional data
THS-545,Adopción de plataformas virtuales en Ingeniería de Sistemas,Trabajo de grado sobre adopción de plataformas virtuales con enfoque de revisión aplicada y aplicación contextual.,Se requiere comprender mejor adopción de plataformas virtuales para orientar decisiones en el contexto del programa.,Analizar adopción de plataformas virtuales mediante revisión aplicada.,"Recolección de información, revisión aplicada y análisis de resultados.",Se obtuvieron hallazgos de alcance aplicado y contextual.,"Los resultados son útiles para el contexto estudiado, aunque no implican generalización universal.",PRG-001,2021,adopción de plataformas virtuales;revisión aplicada,APPROVED,repo://thesis/545,de Sistemas,adopción de plataformas virtuales,synthetic institutional data
THS-546,Satisfacción de usuarios en Ingeniería Electrónica,Trabajo de grado sobre satisfacción de usuarios con enfoque de revisión aplicada y aplicación contextual.,Se requiere comprender mejor satisfacción de usuarios para orientar decisiones en el contexto del programa.,Analizar satisfacción de usuarios mediante revisión aplicada.,"Recolección de información, revisión aplicada y análisis de resultados.",Se obtuvieron hallazgos de alcance aplicado y contextual.,"Los resultados son útiles para el contexto estudiado, aunque no implican generalización universal.",PRG-002,2022,satisfacción de usuarios;revisión aplicada,APPROVED,repo://thesis/546,Electrónica,satisfacción de usuarios,synthetic institutional data
