publication_id,title,abstract,year,publication_type,researchers,keywords,journal_or_event,related_project_id
PUB-319,Resultados aplicados en analítica de satisfacción,Artículo que sintetiza hallazgos sobre analítica de satisfacción en un contexto institucional.,2025,ARTICLE,INV-131;INV-129,analítica de satisfacción,Revista Latinoamericana de Investigación Aplicada,
PUB-320,Resultados aplicados en interoperabilidad de datos,Artículo que sintetiza hallazgos sobre interoperabilidad de datos en un contexto institucional.,2026,ARTICLE,INV-176;INV-165,interoperabilidad de datos,Revista Latinoamericana de Investigación Aplicada,
PUB-321,Resultados aplicados en automatización de procesos administrativos,Artículo que sintetiza hallazgos sobre automatización de procesos administrativos en un contexto institucional.,2017,ARTICLE,INV-033;INV-019,automatización de procesos administrativos,Revista Latinoamericana de Investigación Aplicada,
PUB-322,Resultados aplicados en experiencia de usuario en servicios digitales,Artículo que sintetiza hallazgos sobre experiencia de usuario en servicios digitales en un contexto institucional.,2018,ARTICLE,INV-049;INV-072,experiencia de usuario en servicios digitales,Revista Latinoamericana de Investigación Aplicada,
PUB-323,Resultados aplicados en gestión documental,Artículo que sintetiza hallazgos sobre gestión documental en un contexto institucional.,2019,ARTICLE,INV-084;INV-081,gestión documental,Revista Latinoamericana de Investigación Aplicada,
PUB-324,Resultados aplicados en adopción tecnológica en pequeñas empresas,Artículo que sintetiza hallazgos sobre adopción tecnológica en pequeñas empresas en un contexto institucional.,2020,ARTICLE,INV-120;INV-106,adopción tecnológica en pequeñas empresas,Revista Latinoamericana de Investigación Aplicada,
PUB-325,Resultados aplicados en telemetría industrial,Artículo que sintetiza hallazgos sobre telemetría industrial en un contexto institucional.,2021,ARTICLE,INV-134;INV-150,telemetría industrial,Revista Latinoamericana de Investigación Aplicada,
PUB-326,Resultados aplicados en análisis de movilidad urbana,Artículo que sintetiza hallazgos sobre análisis de movilidad urbana en un contexto institucional.,2022,ARTICLE,INV-176;INV-170,análisis de movilidad urbana,Revista Latinoamericana de Investigación Aplicada,
PUB-327,Resultados aplicados en bienestar universitario,Artículo que sintetiza hallazgos sobre bienestar universitario en un contexto institucional.,2023,ARTICLE,INV-026;INV-003,bienestar universitario,Revista Latinoamericana de Investigación Aplicada,
PUB-328,Resultados aplicados en gestión de inventarios,Artículo que sintetiza hallazgos sobre gestión de inventarios en un contexto institucional.,2024,ARTICLE,INV-059;INV-053,gestión de inventarios,Revista Latinoamericana de Investigación Aplicada,
PUB-329,Resultados aplicados en educación financiera,Artículo que sintetiza hallazgos sobre educación financiera en un contexto institucional.,2025,ARTICLE,INV-092;INV-098,educación financiera,Revista Latinoamericana de Investigación Aplicada,
PUB-330,Resultados aplicados en comunicación organizacional,Artículo que sintetiza hallazgos sobre comunicación organizacional en un contexto institucional.,2026,ARTICLE,INV-116;INV-121,comunicación organizacional,Revista Latinoamericana de Investigación Aplicada,
PUB-331,Resultados aplicados en gestión de residuos,Artículo que sintetiza hallazgos sobre gestión de residuos en un contexto institucional.,2017,ARTICLE,INV-129;INV-150,gestión de residuos,Revista Latinoamericana de Investigación Aplicada,
PUB-332,Resultados aplicados en materiales sostenibles,Artículo que sintetiza hallazgos sobre materiales sostenibles en un contexto institucional.,2018,ARTICLE,INV-162;INV-165,materiales sostenibles,Revista Latinoamericana de Investigación Aplicada,
PUB-333,Resultados aplicados en simulación de sistemas físicos,Artículo que sintetiza hallazgos sobre simulación de sistemas físicos en un contexto institucional.,2019,ARTICLE,INV-031;INV-036,,Revista Latinoamericana de Investigación Aplicada,
PUB-334,Resultados aplicados en optimización de horarios,Artículo que sintetiza hallazgos sobre optimización de horarios en un contexto institucional.,2020,ARTICLE,INV-072;INV-051,optimización de horarios,Revista Latinoamericana de Investigación Aplicada,
PUB-335,Resultados aplicados en visualización de indicadores,Artículo que sintetiza hallazgos sobre visualización de indicadores en un contexto institucional.,2021,ARTICLE,INV-093;INV-090,visualización de indicadores,Revista Latinoamericana de Investigación Aplicada,
PUB-336,Resultados aplicados en evaluación de políticas públicas,Artículo que sintetiza hallazgos sobre evaluación de políticas públicas en un contexto institucional.,2022,ARTICLE,INV-125;INV-104,evaluación de políticas públicas,Revista Latinoamericana de Investigación Aplicada,
PUB-337,Resultados aplicados en competencias digitales docentes,Artículo que sintetiza hallazgos sobre competencias digitales docentes en un contexto institucional.,2023,ARTICLE,INV-149;INV-136,competencias digitales docentes,Revista Latinoamericana de Investigación Aplicada,
PUB-338,Resultados aplicados en gestión de servicios de salud,Artículo que sintetiza hallazgos sobre gestión de servicios de salud en un contexto institucional.,2024,ARTICLE,INV-159;INV-161,gestión de servicios de salud,Revista Latinoamericana de Investigación Aplicada,
PUB-339,Resultados aplicados en calidad de software,Artículo que sintetiza hallazgos sobre calidad de software en un contexto institucional.,2025,ARTICLE,INV-027;INV-015,calidad de software,Revista Latinoamericana de Investigación Aplicada,
PUB-340,Resultados aplicados en transformación cultural,Artículo que sintetiza hallazgos sobre transformación cultural en un contexto institucional.,2026,ARTICLE,INV-061;INV-060,transformación cultural,Revista Latinoamericana de Investigación Aplicada,
PUB-341,Resultados aplicados en economía circular,Artículo que sintetiza hallazgos sobre economía circular en un contexto institucional.,2017,ARTICLE,INV-080;INV-085,economía circular,Revista Latinoamericana de Investigación Aplicada,
PUB-342,Resultados aplicados en gestión de proyectos,Artículo que sintetiza hallazgos sobre gestión de proyectos en un contexto institucional.,2018,ARTICLE,INV-126;INV-122,gestión de proyectos,Revista Latinoamericana de Investigación Aplicada,
PUB-343,Resultados aplicados en analítica de satisfacción,Artículo que sintetiza hallazgos sobre analítica de satisfacción en un contexto institucional.,2019,ARTICLE,INV-152;INV-150,analítica de satisfacción,Revista Latinoamericana de Investigación Aplicada,
PUB-344,Resultados aplicados en interoperabilidad de datos,Artículo que sintetiza hallazgos sobre interoperabilidad de datos en un contexto institucional.,2020,ARTICLE,INV-162;INV-165,interoperabilidad de datos,Revista Latinoamericana de Investigación Aplicada,
PUB-345,Resultados aplicados en automatización de procesos administrativos,Artículo que sintetiza hallazgos sobre automatización de procesos administrativos en un contexto institucional.,2021,ARTICLE,INV-031;INV-024,automatización de procesos administrativos,Revista Latinoamericana de Investigación Aplicada,
PUB-346,Resultados aplicados en experiencia de usuario en servicios digitales,Artículo que sintetiza hallazgos sobre experiencia de usuario en servicios digitales en un contexto institucional.,2022,ARTICLE,INV-066;INV-049,experiencia de usuario en servicios digitales,Revista Latinoamericana de Investigación Aplicada,
PUB-347,Resultados aplicados en gestión documental,Artículo que sintetiza hallazgos sobre gestión documental en un contexto institucional.,2023,ARTICLE,INV-099;INV-091,gestión documental,Revista Latinoamericana de Investigación Aplicada,
PUB-348,Resultados aplicados en adopción tecnológica en pequeñas empresas,Artículo que sintetiza hallazgos sobre adopción tecnológica en pequeñas empresas en un contexto institucional.,2024,ARTICLE,INV-127;INV-122,adopción tecnológica en pequeñas empresas,Revista Latinoamericana de Investigación Aplicada,
PUB-349,Resultados aplicados en telemetría industrial,Artículo que sintetiza hallazgos sobre telemetría industrial en un contexto institucional.,2025,ARTICLE,INV-138;INV-143,telemetría industrial,Revista Latinoamericana de Investigación Aplicada,
PUB-350,Resultados aplicados en análisis de movilidad urbana,Artículo que sintetiza hallazgos sobre análisis de movilidad urbana en un contexto institucional.,2026,ARTICLE,INV-168;INV-159,análisis de movilidad urbana,Revista Latinoamericana de Investigación Aplicada,
PUB-351,Resultados aplicados en bienestar universitario,Artículo que sintetiza hallazgos sobre bienestar universitario en un contexto institucional.,2017,ARTICLE,INV-010;INV-031,bienestar universitario,Revista Latinoamericana de Investigación Aplicada,
PUB-352,Resultados aplicados en gestión de inventarios,Artículo que sintetiza hallazgos sobre gestión de inventarios en un contexto institucional.,2018,ARTICLE,INV-066;INV-047,gestión de inventarios,Revista Latinoamericana de Investigación Aplicada,
PUB-353,Resultados aplicados en educación financiera,Artículo que sintetiza hallazgos sobre educación financiera en un contexto institucional.,2019,ARTICLE,INV-093;INV-099,educación financiera,Revista Latinoamericana de Investigación Aplicada,
PUB-354,Resultados aplicados en comunicación organizacional,Artículo que sintetiza hallazgos sobre comunicación organizacional en un contexto institucional.,2020,ARTICLE,INV-101;INV-124,comunicación organizacional,Revista Latinoamericana de Investigación Aplicada,
PUB-355,Resultados aplicados en gestión de residuos,Artículo que sintetiza hallazgos sobre gestión de residuos en un contexto institucional.,2021,ARTICLE,INV-154;INV-136,gestión de residuos,Revista Latinoamericana de Investigación Aplicada,
PUB-356,Resultados aplicados en materiales sostenibles,Artículo que sintetiza hallazgos sobre materiales sostenibles en un contexto institucional.,2022,ARTICLE,INV-162;INV-159,materiales sostenibles,Revista Latinoamericana de Investigación Aplicada,
PUB-357,Resultados aplicados en simulación de sistemas físicos,Artículo que sintetiza hallazgos sobre simulación de sistemas físicos en un contexto institucional.,2023,ARTICLE,INV-018;INV-010,simulación de sistemas físicos,Revista Latinoamericana de Investigación Aplicada,
PUB-358,Resultados aplicados en optimización de horarios,Artículo que sintetiza hallazgos sobre optimización de horarios en un contexto institucional.,2024,ARTICLE,INV-052;INV-055,optimización de horarios,Revista Latinoamericana de Investigación Aplicada,
PUB-359,Resultados aplicados en visualización de indicadores,Artículo que sintetiza hallazgos sobre visualización de indicadores en un contexto institucional.,2025,ARTICLE,INV-094;INV-089,visualización de indicadores,Revista Latinoamericana de Investigación Aplicada,
PUB-360,Resultados aplicados en evaluación de políticas públicas,Artículo que sintetiza hallazgos sobre evaluación de políticas públicas en un contexto institucional.,2026,ARTICLE,INV-101;INV-118,evaluación de políticas públicas,Revista Latinoamericana de Investigación Aplicada,
